Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
speedLimitUrdbl,598,43,617,66
speedLimitUrdbl,304,33,324,55
speedLimitUrdbl,608,42,628,66
speedLimitUrdbl,288,27,310,51
speedLimitUrdbl,623,37,644,62
speedLimitUrdbl,264,19,288,48
speedLimitUrdbl,633,33,657,61
speedLimit50,238,17,266,46
speedLimit50,652,35,677,65
speedLimit50,208,6,242,42
signalAhead,531,46,558,69
signalAhead,536,45,565,71
signalAhead,539,45,569,73
signalAhead,546,42,578,71
signalAhead,558,36,594,68
signalAhead,573,31,610,66
signalAhead,589,30,627,65
signalAhead,605,21,646,61
signalAhead,626,19,672,61
signalAhead,543,49,569,73
signalAhead,556,47,583,73
signalAhead,570,42,601,70
signalAhead,591,41,623,70
signalAhead,614,37,647,67
signalAhead,638,33,673,66
keepRight,103,65,135,101
keepRight,59,58,95,102
stopAhead,547,23,575,47
stopAhead,569,18,602,45
stopAhead,599,21,633,49
stopAhead,628,27,664,58
stopAhead,662,26,700,60
stop,144,49,167,69
stop,469,42,490,63
stop,142,45,166,67
stop,480,39,504,61
stop,138,44,162,66
stop,495,38,519,60
stop,135,42,161,66
stop,510,39,535,61
stop,131,38,157,63
stop,529,37,554,59
stop,125,37,152,62
stop,115,33,145,62
stop,104,31,137,63
stop,93,34,128,68
stop,80,26,118,62
stop,65,17,105,55
stop,51,17,94,58
stop,33,13,81,58
stop,15,6,66,53
speedLimitUrdbl,465,60,482,82
speedLimitUrdbl,475,56,493,79
speedLimitUrdbl,485,56,503,80
speedLimit25,495,48,515,74
speedLimit25,504,45,525,72
speedLimit25,514,50,536,78
speedLimit25,527,46,549,74
speedLimit25,539,36,561,64
speedLimit25,552,31,575,61
speedLimit25,567,29,593,60
speedLimit25,586,26,613,57
speedLimit25,607,20,635,53
speedLimit25,633,16,663,52
speedLimit25,668,9,699,48
stop,356,78,376,96
stop,654,71,676,92
stop,345,72,366,92
stop,660,68,682,89
stop,329,73,351,95
stop,673,69,696,91
stop,321,67,343,90
stop,675,64,700,88
stop,304,60,328,84
stop,286,61,311,86
stop,262,63,288,89
stop,238,60,264,88
stop,208,52,239,83
stop,177,51,209,83
stop,143,56,178,90
stop,103,46,140,83
stop,54,40,94,79
stop,334,55,352,72
stop,670,73,690,93
stop,311,55,331,73
stop,660,74,680,94
stop,288,47,309,67
stop,650,64,671,85
stop,263,41,284,61
stop,638,57,660,79
stop,239,40,260,60
stop,630,56,652,78
stop,214,41,235,61
stop,623,55,645,78
stop,190,40,211,63
stop,618,55,640,78
stop,163,42,186,66
stop,608,54,632,79
stop,134,45,158,69
stop,600,53,627,79
stop,106,46,131,70
stop,594,50,625,78
stop,76,43,103,70
stop,591,46,620,74
stop,45,39,75,67
stop,586,40,619,70
stop,13,35,45,64
stop,584,32,619,65
stop,586,26,621,60
pedestrianCrossing,428,31,465,63
pedestrianCrossing,429,23,468,57
pedestrianCrossing,433,15,475,51
pedestrianCrossing,439,12,482,49
pedestrianCrossing,447,5,493,46
pedestrianCrossing,455,0,503,42
stop,422,47,447,70
stop,429,43,454,66
stop,37,54,58,74
stop,436,39,463,65
stop,24,48,46,71
stop,444,36,471,62
stop,8,46,30,69
stop,448,32,478,59
stop,454,31,484,60
stop,459,30,492,60
stop,467,20,501,52
stop,478,15,514,49
stop,489,17,528,53
stop,502,19,544,56
stop,516,19,561,59
stop,534,18,581,62
stop,551,17,605,65
stop,572,6,629,58
pedestrianCrossing,596,39,637,73
pedestrianCrossing,607,35,651,72
pedestrianCrossing,622,31,668,69
pedestrianCrossing,640,21,689,63
stop,413,30,432,48
stop,93,33,113,53
stop,415,29,435,49
stop,80,33,102,53
stop,418,27,438,47
stop,68,32,91,55
stop,421,26,443,48
stop,57,33,80,56
stop,427,24,449,46
stop,44,32,67,55
stop,432,19,455,42
stop,30,26,54,50
stop,437,14,461,39
stop,15,22,39,46
stop,442,14,468,40
stop,446,24,475,51
stop,451,21,481,49
stop,458,12,490,41
stop,467,1,500,32
speedLimit35,525,20,550,48
speedLimit35,533,17,559,47
speedLimit35,543,19,570,51
speedLimit35,555,15,585,51
speedLimit35,571,5,604,44
stopAhead,409,2,453,40
stop,269,25,296,49
stop,204,37,218,54
stop,291,21,319,48
stop,223,35,238,54
stop,311,16,340,44
stop,240,31,256,51
stop,332,14,361,42
stop,258,30,275,51
stop,353,11,384,40
stop,276,30,293,51
stop,374,8,406,38
stop,292,30,309,51
stop,394,8,427,39
stop,307,31,325,53
stop,436,10,473,45
stop,336,39,355,62
stop,447,6,485,42
stop,345,37,364,60
stop,365,27,385,51
stop,385,22,405,46
stop,403,22,423,48
stop,421,22,441,49
stop,438,18,459,46
dip,464,16,506,51
dip,474,9,518,48
dip,485,2,535,46
stopAhead,372,48,405,77
stopAhead,381,44,416,78
stopAhead,391,40,426,74
stopAhead,398,37,436,74
stopAhead,404,33,444,70
stopAhead,409,28,453,67
stopAhead,414,23,464,64
stopAhead,419,21,472,65
stopAhead,425,17,480,66
stopAhead,430,7,491,59
stop,496,55,520,78
stop,519,52,543,75
stop,540,43,567,68
stop,561,42,588,67
stop,581,45,609,71
stop,603,36,632,63
stop,624,28,656,57
stop,648,32,679,65
stop,665,38,700,73
stop,591,32,624,63
stop,607,31,641,63
stop,623,28,659,62
stop,639,19,679,56
stop,661,12,703,53
pedestrianCrossing,499,17,534,49
pedestrianCrossing,509,13,545,47
pedestrianCrossing,523,10,560,45
pedestrianCrossing,534,7,574,45
stop,503,208,530,233
stop,519,200,549,228
stop,541,192,572,221
stop,560,184,593,216
stop,584,177,621,212
stop,608,166,650,204
stop,637,155,681,197
stop,507,220,539,248
stop,531,219,562,248
stop,556,220,589,255
stop,586,217,623,254
stop,617,210,660,249
stop,658,203,703,247
stop,517,204,544,228
stop,530,199,559,225
stop,545,193,575,221
stop,563,189,596,220
stop,583,184,618,217
stop,606,173,644,209
stop,632,163,674,203
schoolSpeedLimit25,485,218,504,251
schoolSpeedLimit25,500,207,520,243
schoolSpeedLimit25,520,197,543,238
schoolSpeedLimit25,549,183,577,233
schoolSpeedLimit25,592,166,626,226
schoolSpeedLimit25,537,195,568,241
schoolSpeedLimit25,571,181,610,239
schoolSpeedLimit25,621,160,671,230
school,441,241,454,252
school,444,238,457,249
school,448,238,461,249
school,453,237,467,249
school,605,174,642,209
school,577,228,596,244
school,591,226,609,243
school,605,224,624,243
school,620,222,641,243
school,637,217,659,240
school,655,212,680,237
school,677,209,703,235
keepRight,83,190,107,218
keepRight,69,182,94,211
keepRight,48,169,74,203
keepRight,13,154,46,192
speedLimit50,526,211,556,244
speedLimit50,566,201,601,241
speedLimit50,626,185,668,234
signalAhead,537,177,602,240
signalAhead,587,158,659,235
yieldAhead,515,193,566,239
yieldAhead,523,186,578,238
yieldAhead,538,178,598,232
yieldAhead,554,170,619,231
yieldAhead,574,158,641,224
yieldAhead,597,143,679,219
yield,562,205,592,229
merge,344,220,373,253
yield,571,198,604,225
merge,326,216,355,249
yield,581,188,617,216
merge,307,210,338,245
yield,184,210,219,234
yield,598,175,638,205
merge,284,206,320,246
yield,141,202,178,230
yield,622,155,669,194
merge,260,200,299,242
yield,85,194,129,225
merge,233,190,275,238
yield,14,178,63,216
merge,199,180,246,233
addedLane,237,202,277,241
addedLane,212,192,260,237
addedLane,178,172,234,227
addedLane,133,152,197,216
addedLane,63,132,133,207
laneEnds,498,192,550,238
laneEnds,558,162,630,228
laneEnds,524,207,569,247
laneEnds,593,183,664,238
rampSpeedAdvisoryUrdbl,457,217,487,250
rampSpeedAdvisoryUrdbl,476,207,507,244
rampSpeedAdvisoryUrdbl,499,193,538,239
rampSpeedAdvisory20,534,175,583,231
rampSpeedAdvisory20,594,145,653,214
signalAhead,489,204,533,247
signalAhead,512,189,566,242
signalAhead,546,169,610,232
signalAhead,606,139,686,220
signalAhead,554,201,608,247
signalAhead,615,186,680,247
truckSpeedLimit55,483,226,513,261
truckSpeedLimit55,515,211,555,256
truckSpeedLimit55,575,189,625,250
zoneAhead45,424,227,446,252
zoneAhead45,427,222,453,251
zoneAhead45,434,214,462,248
zoneAhead45,442,201,476,243
zoneAhead45,453,186,498,235
zoneAhead45,476,162,535,229
zoneAhead45,525,116,608,206
signalAhead,448,210,476,238
signalAhead,458,200,490,231
signalAhead,472,182,516,226
signalAhead,503,152,558,206
rightLaneMustTurn,572,146,636,207
rightLaneMustTurn,468,206,498,236
rightLaneMustTurn,478,201,513,234
rightLaneMustTurn,491,194,529,229
rightLaneMustTurn,505,185,547,224
rightLaneMustTurn,521,177,567,220
rightLaneMustTurn,541,168,591,214
rightLaneMustTurn,563,157,618,209
rightLaneMustTurn,590,143,651,203
rightLaneMustTurn,621,127,688,193
school,597,158,633,188
school,631,142,671,175
school,570,227,586,242
school,591,223,607,238
school,616,216,634,233
school,645,213,665,231
stopAhead,472,198,529,247
stopAhead,502,178,572,244
stopAhead,552,148,642,234
speedLimitUrdbl,543,227,569,255
speedLimit25,562,222,588,253
speedLimit25,583,219,612,252
speedLimit25,612,213,644,251
speedLimit25,651,207,687,246
stop,647,193,685,231
signalAhead,392,244,407,257
signalAhead,268,248,283,262
stop,420,247,429,259
signalAhead,395,242,411,257
signalAhead,265,246,281,262
stop,424,246,433,259
signalAhead,397,240,413,256
signalAhead,262,244,278,260
stop,428,244,437,257
signalAhead,400,236,416,252
signalAhead,259,241,275,257
stop,434,240,443,253
signalAhead,400,235,418,252
signalAhead,253,241,270,257
stop,438,239,447,252
signalAhead,401,233,419,251
signalAhead,247,241,264,257
stop,441,237,451,251
signalAhead,403,234,421,252
signalAhead,240,241,258,259
stop,446,238,456,252
signalAhead,403,232,423,251
signalAhead,232,240,250,258
stop,450,235,461,250
signalAhead,407,228,427,248
signalAhead,225,236,244,256
stop,458,230,470,249
signalAhead,408,224,429,245
signalAhead,216,235,237,256
stop,467,227,479,246
signalAhead,410,223,433,245
signalAhead,204,234,227,256
stop,475,224,488,245
signalAhead,412,222,437,246
signalAhead,193,234,215,257
stop,487,223,500,244
signalAhead,419,218,445,244
signalAhead,181,232,205,256
stop,503,218,517,242
signalAhead,423,212,451,240
signalAhead,166,227,192,253
stop,524,210,538,235
signalAhead,430,207,461,237
signalAhead,149,223,176,252
stop,552,202,567,232
signalAhead,440,200,475,234
signalAhead,130,219,161,250
stop,590,190,607,224
signalAhead,452,190,492,229
signalAhead,107,213,139,246
signalAhead,468,179,512,223
signalAhead,75,208,112,246
signalAhead,488,168,540,218
signalAhead,35,205,77,248
signalAhead,520,149,583,210
pedestrianCrossing,410,224,437,249
pedestrianCrossing,422,221,451,249
pedestrianCrossing,436,217,468,249
pedestrianCrossing,456,209,492,245
pedestrianCrossing,481,199,522,241
pedestrianCrossing,517,187,566,235
pedestrianCrossing,572,165,634,227
pedestrianCrossing,459,223,485,249
pedestrianCrossing,476,219,505,248
pedestrianCrossing,494,213,527,245
pedestrianCrossing,518,206,556,243
pedestrianCrossing,549,197,594,240
signalAhead,406,243,422,260
signalAhead,402,245,419,262
signalAhead,395,243,412,260
signalAhead,388,244,407,261
signalAhead,381,245,400,262
signalAhead,372,242,392,260
signalAhead,365,235,385,254
signalAhead,355,230,376,250
signalAhead,346,227,368,248
signalAhead,334,224,356,246
signalAhead,319,220,343,244
signalAhead,300,216,326,241
signalAhead,276,211,303,238
signalAhead,255,206,284,234
signalAhead,227,199,257,230
signalAhead,191,193,226,228
signalAhead,148,191,185,230
signalAhead,95,191,139,235
signalAhead,30,189,82,237
laneEnds,210,190,249,231
laneEnds,167,185,210,229
laneEnds,111,175,160,224
laneEnds,46,166,100,222
merge,466,219,497,249
merge,488,211,525,247
merge,516,198,560,242
merge,559,180,614,234
speedLimit65,429,238,445,257
speedLimit65,439,235,454,255
speedLimit65,451,232,470,254
speedLimit65,467,228,488,253
speedLimit65,488,222,511,249
speedLimit65,513,216,541,248
speedLimit65,548,204,580,242
truckSpeedLimit55,553,200,590,240
pedestrianCrossing,550,273,579,306
pedestrianCrossing,555,269,581,302
pedestrianCrossing,557,264,584,299
pedestrianCrossing,559,261,588,297
pedestrianCrossing,565,258,591,294
pedestrianCrossing,571,262,599,299
pedestrianCrossing,580,266,607,303
pedestrianCrossing,582,266,612,309
pedestrianCrossing,589,265,619,308
pedestrianCrossing,594,265,625,309
pedestrianCrossing,606,262,637,306
pedestrianCrossing,617,255,648,299
pedestrianCrossing,628,256,661,305
pedestrianCrossing,643,256,676,313
pedestrianCrossing,658,251,691,308
stop,41,310,62,329
stop,59,306,79,326
stop,76,306,96,326
stop,92,306,115,328
stop,111,305,134,327
stop,134,301,157,323
stop,161,299,186,323
stop,192,299,219,324
stop,223,295,249,321
stop,253,293,281,319
stop,283,288,311,315
stop,313,284,343,312
stop,340,279,375,308
stop,370,272,406,302
stop,401,264,438,297
stop,433,258,474,293
stop,468,251,511,288
stop,503,240,549,280
stop,542,230,590,272
stop,586,218,637,264
stop,632,202,686,252
stop,153,307,171,324
stop,151,307,169,324
stop,152,300,171,319
stop,155,294,174,313
stop,160,297,179,316
stop,165,299,186,319
stop,173,299,194,319
stop,178,298,199,318
stop,185,296,206,317
stop,189,295,211,317
stop,190,294,214,317
stop,190,293,216,317
stop,191,293,217,317
stop,194,293,220,317
stop,200,293,226,317
stop,210,293,237,320
stop,223,292,254,320
stop,246,289,277,318
stop,270,288,304,318
stop,295,286,330,317
stop,322,280,358,312
stop,348,275,386,309
stop,380,275,419,311
stop,412,272,454,311
stop,445,267,489,307
stop,477,263,523,306
stop,510,261,559,306
stop,544,255,595,302
stop,581,243,637,296
stop,625,234,685,291
stop,375,316,384,324
stop,378,323,388,332
stop,381,301,392,311
stop,389,326,400,336
stop,393,326,404,336
stop,393,317,404,327
stop,392,324,403,334
stop,390,318,401,328
stop,388,317,400,328
stop,389,327,401,338
stop,389,321,401,332
stop,388,316,401,328
stop,388,316,401,328
stop,385,312,398,325
stop,385,312,398,327
stop,389,302,403,319
stop,397,311,412,328
stop,403,302,418,319
stop,409,298,427,316
stop,418,303,436,321
stop,426,289,446,308
stop,437,291,460,313
stop,450,286,473,308
stop,462,281,487,304
stop,475,274,502,300
stop,488,271,517,298
stop,505,264,537,294
stop,531,256,565,288
stop,558,240,598,278
stop,591,231,638,274
schoolSpeedLimit25,502,290,519,317
schoolSpeedLimit25,503,285,522,314
schoolSpeedLimit25,504,282,524,313
schoolSpeedLimit25,509,281,530,313
schoolSpeedLimit25,513,279,535,313
schoolSpeedLimit25,518,277,541,311
schoolSpeedLimit25,523,275,548,311
schoolSpeedLimit25,531,268,557,307
schoolSpeedLimit25,538,261,566,304
schoolSpeedLimit25,548,259,578,304
schoolSpeedLimit25,561,253,592,302
school,493,288,510,302
schoolSpeedLimit25,574,240,608,293
school,494,281,511,295
schoolSpeedLimit25,591,233,629,291
school,494,281,512,296
schoolSpeedLimit25,612,233,656,297
school,496,289,514,304
schoolSpeedLimit25,640,219,688,292
school,500,285,518,301
school,504,275,522,291
school,529,266,553,288
school,537,266,562,288
school,547,264,573,288
school,557,259,587,284
school,571,252,603,279
school,588,244,620,275
school,603,241,638,273
school,621,235,659,268
school,642,222,686,261
school,583,281,606,302
school,594,279,620,302
school,606,271,632,295
school,616,270,642,294
school,627,267,653,291
school,637,264,665,290
school,647,261,676,289
school,657,258,687,287
school,664,256,695,286
signalAhead,278,272,312,304
signalAhead,284,271,319,304
signalAhead,291,271,326,305
signalAhead,297,271,332,305
signalAhead,303,270,340,305
signalAhead,311,274,351,313
signalAhead,318,272,359,312
signalAhead,324,265,368,305
signalAhead,334,256,380,298
signalAhead,342,258,390,301
signalAhead,352,256,400,301
signalAhead,361,255,410,304
signalAhead,368,254,422,304
signalAhead,377,248,434,301
signalAhead,387,241,445,296
signalAhead,395,237,458,294
signalAhead,404,235,468,295
signalAhead,414,234,479,298
signalAhead,424,231,492,298
signalAhead,434,226,507,297
signalAhead,445,220,522,294
signalAhead,458,214,540,291
signalAhead,472,208,559,292
signalAhead,487,206,576,293
signalAhead,503,199,598,291
signalAhead,521,193,621,290
signalAhead,539,183,645,287
signalAhead,562,174,679,284
rightLaneMustTurn,401,281,432,310
rightLaneMustTurn,407,280,438,309
rightLaneMustTurn,415,277,446,306
rightLaneMustTurn,421,272,454,304
rightLaneMustTurn,431,269,464,301
rightLaneMustTurn,442,267,479,301
rightLaneMustTurn,456,265,495,299
rightLaneMustTurn,470,262,511,298
rightLaneMustTurn,482,257,525,294
rightLaneMustTurn,499,253,542,293
rightLaneMustTurn,516,252,561,294
rightLaneMustTurn,533,247,581,291
rightLaneMustTurn,554,239,604,287
rightLaneMustTurn,574,226,628,278
rightLaneMustTurn,596,212,656,268
rightLaneMustTurn,624,207,685,268
yieldAhead,446,297,481,328
yieldAhead,455,298,490,329
yieldAhead,458,288,494,321
yieldAhead,465,291,501,324
yieldAhead,469,289,505,322
yieldAhead,477,282,515,316
yieldAhead,483,277,523,313
yieldAhead,487,272,530,311
yieldAhead,495,254,541,296
yieldAhead,503,260,551,302
yieldAhead,512,255,562,300
yieldAhead,520,263,571,309
yieldAhead,525,258,577,304
yieldAhead,531,261,585,309
yieldAhead,537,254,594,305
yieldAhead,543,251,600,302
yieldAhead,546,247,605,301
yieldAhead,550,243,612,299
yieldAhead,557,237,621,296
yieldAhead,561,230,627,291
yieldAhead,567,225,637,290
yieldAhead,571,223,644,290
yieldAhead,577,220,651,288
yieldAhead,584,214,662,287
yieldAhead,593,208,676,287
yieldAhead,606,199,694,283
yield,509,280,527,294
merge,596,266,624,292
yield,507,277,525,291
merge,594,262,622,288
yield,500,274,518,290
merge,589,260,617,286
yield,494,275,512,291
merge,584,260,612,286
yield,486,273,504,289
merge,578,258,609,289
yield,476,271,495,288
merge,567,255,601,288
yield,464,267,483,284
merge,559,250,593,283
yield,452,266,472,284
merge,549,251,583,284
yield,438,273,458,291
merge,539,257,573,290
yield,423,278,443,296
merge,526,263,560,296
yield,406,276,428,295
merge,513,261,548,297
yield,387,271,412,294
merge,499,258,533,294
yield,368,272,395,297
merge,483,254,519,296
yield,350,272,377,297
merge,471,256,507,298
yield,331,271,358,296
merge,454,253,490,297
yield,311,268,339,293
merge,439,250,476,296
yield,287,267,316,292
merge,419,248,461,297
yield,261,263,292,289
merge,403,244,445,294
yield,233,259,267,286
merge,384,242,427,292
yield,205,258,239,289
merge,362,242,408,297
yield,166,258,206,292
merge,338,241,386,302
yield,129,257,171,291
merge,313,240,365,303
yield,86,252,132,288
merge,286,237,341,302
yield,39,243,91,284
merge,257,232,315,299
merge,223,224,288,299
merge,146,207,222,291
merge,98,195,179,289
merge,40,175,127,276
addedLane,258,258,292,292
addedLane,255,274,289,308
addedLane,247,269,282,306
addedLane,233,260,272,301
addedLane,221,258,264,302
addedLane,206,250,252,296
addedLane,189,243,240,293
addedLane,170,241,224,295
addedLane,147,241,206,297
addedLane,120,234,182,295
addedLane,87,224,154,291
addedLane,47,207,127,284
addedLane,0,192,91,282
rampSpeedAdvisory50,416,280,446,314
rampSpeedAdvisory50,424,278,458,317
rampSpeedAdvisory50,435,273,471,315
rampSpeedAdvisory50,447,259,490,306
rampSpeedAdvisory50,465,253,512,305
rampSpeedAdvisory50,489,242,543,302
rampSpeedAdvisory50,519,217,584,288
rampSpeedAdvisory50,565,186,647,272
addedLane,452,276,495,315
addedLane,472,266,515,305
addedLane,496,255,543,303
addedLane,524,250,572,299
addedLane,558,245,615,296
addedLane,598,235,661,293
merge,433,296,459,321
merge,440,292,467,319
merge,447,287,478,316
merge,457,284,489,315
merge,467,279,501,314
merge,478,273,518,311
merge,493,266,538,308
merge,515,256,567,303
merge,544,245,601,299
merge,583,227,653,291
addedLane,358,305,384,329
addedLane,360,303,389,328
addedLane,363,303,392,328
addedLane,365,301,397,329
addedLane,370,298,403,327
addedLane,375,296,411,328
addedLane,379,294,418,328
addedLane,384,289,426,326
